1,ntu,28 . Vex Dckta~Foks Mz Nzamukxtr-krde Pawa Skul ,		ve -=x		mz	nz- a- mu kx tr -kr -=de	Pawa	skul	,	.	ve -=x		mz	nz- a- mu kx tr -kr -=de	Pawa	skul	,	.	accompany -=1MINᵢ		PREP	NMLZ CAUS eat SUBR holy NMLZ.POSS -=3MINᵢᵢ	Pawa.school	be.schooled	,28. I accompany Doctor Fox When he Celebrates Holy Communion at Pawa School ,~~~,ML ID,No comment,SGM 28,	punct	V Nom1		PREP	V>N V:Any V SUBR V V>N A-D-P2	N	V	,~~~ punct ~~~ ~~~ PREP ~~~ ~~~ V ,		~~~ ~~~		~~~	~~~ ~~~ ~~~ ~~~ ~~~ ~~~ ~~~	~~~	~~~	
2.4,ntu,"Bzkq nimu kx tune wq mzli kc tqyrputipxngr bom , ma tqyrplztilr nimu nzpna' bom x tqpzle nimu . ",bzkq	nimu	kx	tu -ne	wq	mzli	kc	tq- yrpu -ti -px -ngr	bom		ma	tq- yrplz -ti -=lr	nimu	nz- pna'	bom	x	tq- pz -=le	nimu		,"bzkq	nimu	kx	tu -ne	wq	mzli	kc	tq- yrpu -ti -px -ngr	bom	,	ma	tq- yrplz -ti -=lr	nimu	nz- pna'	bom	x	tq- pz -=le	nimu	.	","do.not	ACC.2augᵢᵢ	SUBR	stand DISTR	high	time	which	RL bang.against TRNS GDIR.OUT APP	bomb	,	ADVRS	RL spring TRNS -=3AUGᵢ	ACC.2augᵢᵢ	PASS shoot	bomb	CONJ1	RL cut -=3MINᵢ	ACC.2augᵢᵢ	.	","You must not stand around high when a bomb is banging, lest it/they [V agreement?] spring you shooting bombs and you are cut. [?? mg ??]",~~~,ML ID,No comment,SGM 50,V	A-D-P2	SUBR	vi V:(Any/every(which).way)	V	N	RPRN	V:(MOOD) V V:Any V:(GDIR) V:(APP)	V	punct	CONJ	V:(MOOD) V V:Any Nom1	A-D-P2	V:Any vt	V	CONJ	V:(MOOD) V Nom1	A-D-P2	punct	,V pro Particle vi  V N RPRN ~~~ ~~~ punct CONJ ~~~ pro vt  ~~~ CONJ ~~~ pro punct ,~~~	~~~	~~~	~~~ ~~~	~~~	~~~	~~~	~~~ ~~~ ~~~ ~~~ ~~~	~~~		~~~	~~~ ~~~ ~~~ ~~~	~~~	~~~ ~~~	~~~	~~~	~~~ ~~~ ~~~	~~~		
2.5,ntu,"Sa naomimc mz nourla , bea x milzpq da kx nangqnamu ."" ",sa	na- o -mi -mq	mz	nourla		bea	x	milzpq	da	kx	na- ngq -=amu		,"sa	na- o -mi -mq	mz	nourla	,	bea	x	milzpq	da	kx	na- ngq -=amu	.""	","future	IRR go COM PDIR.HITHER	PREP	morning	,	midday	CONJ1	evening	thing	SUBR	IRR eat -=2AUGᵢ	.""	","I will come down morning, noon, and night with things for you to eat. ",~~~,ML ID,No comment,SGM 50,Particle	V:(MOOD) V V:(COMA) V:(PDIR)	PREP	Ncomp	punct	N	CONJ	N	N	SUBR	V:(MOOD) V Nom1	punct	,Particle ~~~ PREP N comp punct N CONJ N N Particle ~~~ punct ,~~~	~~~ ~~~ ~~~ ~~~	~~~	~~~		~~~	~~~	~~~	~~~	~~~	~~~ ~~~ ~~~		
2.6,ntu,Yrkrpxbz nzycmne-krmle bagr x sc tqotipebzle dakxnzng ngr milzpq nagr . ,yrkr -px -bz -=	nz- ycmne -kr -mq -=le	bagr	x	sc-	tq- oti -=pe -bz -=le	dakxnzng	ngr	milzpq	na -=gr		,yrkr -px -bz -=Ø	nz- ycmne -kr -mq -=le	bagr	x	sc-	tq- oti -=pe -bz -=le	dakxnzng	ngr	milzpq	na -=gr	.	,finish GDIR.OUT PDIR.THITHER -=3MINᵢ	NMLZ speak NMLZ.POSS PDIR.HITHER -=3MINᵢ	DAT.1augᵢᵢ	CONJ1	PFV	RL get -=INCH* PDIR.THITHER -=3MINᵢ	food	GEN1A	evening	PCLF6 -=1AUGᵢᵢ	.	,He finished speaking to us and he got our food for the evening. ,~~~,ML ID,No comment,SGM 50,V V:(GDIR) V:(PDIR) Nom1	V>N V V>N V:(PDIR) Nom1	A-D-P2	CONJ	V:(Procliticaspect)	V:(MOOD) V V V:(PDIR) Nom1	N(kxcl)	GEN	N	PCLF A-D-P2	punct	,V ~~~ A-D-P2 CONJ ~~~ ~~~ N.(kx.cl) GEN N N punct ,~~~ ~~~ ~~~ ~~~	~~~ ~~~ ~~~ ~~~ ~~~	~~~	~~~	~~~	~~~ ~~~ ~~~ ~~~ ~~~	~~~	~~~	~~~	~~~ ~~~		
3.1,ntu,"Kx mwi-lxlr-ngrgr kc mz nrlckxbq , tewa kxetu kc tqdcpe , vzmimq nenq , brlrpc x brlrmei . ",kx	mwi lxlr	kc	mz	nrlckxbq		tewa	kx etu	kc	tq- dc -=pe		vz -mi -mq	nenq		brlrpc	x	brlrmei		,"kx	mwi lxlr	kc	mz	nrlckxbq	,	tewa	kx etu	kc	tq- dc -=pe	,	vz -mi -mq	nenq 	,	bzlrpc	x	bzlrmei	.	","SUBR	sleep stand.naked	which	PREP	night	,	rain	SUBR big	which	RL fall -=INCH*	,	go COM PDIR.HITHER	wind	,	lightning	CONJ1	thunder	.	","When we were sleeping in the open at night, a heavy rain fell, along with wind, lightning and thunder. ",~~~,ML ID,No comment,SGM 50,SUBR	V V	RPRN	PREP	N	punct	V	SUBR V	RPRN	V:(MOOD) V V	punct	V V:(COMA) V:(PDIR)	N	punct	N	CONJ	N	punct	,SUBR V RPRN PREP N punct V N.(kx.cl) RPRN ~~~ punct ~~~ N punct N CONJ N punct ,~~~	~~~ ~~~	~~~	~~~	~~~		~~~	~~~ ~~~	~~~	~~~ ~~~ ~~~		~~~ ~~~ ~~~	~~~		+fr. var. of	~~~	+fr. var. of		
3.2,ntu,"Murde trpnzngr nyzgr ma , drvrtinepe-ngrgr nqni mnrgrng . ",murde	trpnzngr	nyz -=gr	ma		drvr -ti -ne -=pe -ngr -=gr	nqni	mnr -=gr -ngq		,"murde	trpnzngr	nyz -=gr	ma	,	drvr -ti -ne -=pe -ngr -=gr	nqni	mnr -=gr -ngq	.	","because	none.;.lack;.none	PCLF8 -=1AUGᵢᵢ	ADVRS	,	umbrella TRNS INTENSIFIER -=INCH* APP -=1AUGᵢᵢ	mat	PCLF9 -=1AUGᵢᵢ PL	.	","Because we had no house, we covered from the rain with our mats. ",~~~,ML ID,No comment,SGM 50,CONJ	NEG	PCLF A-D-P2	CONJ	punct	N V:Any V:Any V V:(APP) A-D-P2	N	PCLF A-D-P2 DEM:Any	punct	,CONJ NEG ~~~ CONJ punct ~~~ N ~~~ punct ,~~~	~~~	~~~ ~~~	~~~		~~~ ~~~ ~~~ ~~~ ~~~ ~~~	~~~	~~~ ~~~ ~~~		
3.3,ntu,"X mzli lcdepwz tqdc-zlwzngr tewa , nenq , brlrpc x brlrmei , xlrbzkr wisol yrnipe kz . ",x	mzli	lcde pwz	tq- dc zlwz -ngr	tewa		nenq		brlrpc	x	brlrmei		xlr -bz -=kr	wisol	yrni -=pe	kz		,"x	mzli	lcde pwz	tq- dc zlwz -ngr	tewa	,	nenq 	,	bzlrpc	x	bzlrmei	,	xlr -bz -=kr	wisol	yrni -=pe	kz	.	","CONJ1	time	there RSTR	RL fall very;.very,.much APP	rain	,	wind	,	lightning	CONJ1	thunder	,	hear PDIR.THITHER -=1AUGᵢ	whistle,.siren	cry -=INCH*	also	.	","At the very same time there was hard rain, wind, lightning and thunder, we also heard a siren blow. ",~~~,ML ID,No comment,SGM 50,CONJ	N	Adv Adv	V:(MOOD) V Adv V:(APP)	V	punct	N	punct	N	CONJ	N	punct	V V:(PDIR) Nom1	<NotSure>	V V	Adv	punct	,CONJ N ~~~ ~~~ V punct N punct N CONJ N punct ~~~ ~~~ ~~~ Adv punct ,~~~	~~~	~~~ ~~~	~~~ ~~~ ~~~ ~~~	~~~		~~~		+fr. var. of	~~~	+fr. var. of		~~~ ~~~ ~~~	~~~	~~~ ~~~	~~~		
3.4,ntu,"Wisol lc dalr nzoliqkr leplz amrlx , murde lcsukxlvc scdr lr~Japan sc tzlvcmqng nabomlr Luga . ",wisol	lc	dalr	nz- oliq -kr	leplz	amrlx		murde	lcsu kx lvc	sc -=dr		sc-	tz- lvc -mq -=ng	na- bom -=lr	Luga		,"wisol	lc	dalr	nz- oliq -kr	leplz	amrlx	,	murde	lcsu kx lvc	sc -=dr		sc-	tz- lvc -mq -=ngq	na- bom -=lr	Luga	.	","whistle,.siren	DEM2	things.of	NMLZ prepare NMLZ.POSS	people	all	,	because	ship SUBR fly	PCLF1 -=3AUGᵢᵢ		PFV	RL+3AUG fly PDIR.HITHER -=3AUGᵢ	IRR bomb -=3AUGᵢ	Lungga	.	","The siren was for all people to prepare, because the airplanes of the Japanese where flying so that they might bomb Lungga. ",~~~,ML ID,No comment,SGM 50,<NotSure>	Det	RPRN	V>N V V>N	N	Adj	punct	CONJ	N SUBR V	PCLF A-D-P2		V:(Procliticaspect)	V:(MOOD) V V:(PDIR) Nom1	V:(MOOD) V Nom1	<NotSure>	punct	,~~~ Det RPRN ~~~ N Adj punct CONJ ~~~ Poss pro ~~~ ~~~ ~~~ ~~~ ~~~ punct ,~~~	~~~	~~~	~~~ ~~~ ~~~	~~~	~~~		~~~	~~~ ~~~ ~~~	~~~ ~~~		~~~	~~~ ~~~ ~~~ +fr. var. of	~~~ ~~~ ~~~	~~~		
3.5,ntu,"Takitr nabznepi kxesz' , xlrbzkr wisol krali yrni-ebirpeng kx lcsukxlvc kcngpe Luga narbompeng x mzli trboiu bom kcng tqyrputipxpe kz . ",takitr	nabz nepi	kx esz'		xlr -bz -=kr	wisol	kra- li	yrni -ebir -=pe -ngq	kx	lcsu kx lvc	kcng -=pe	Luga	na- r- bom -=pe -ngq	x	mzli	tr- boi -u	bom	kcng	tq- yrpu -ti -px -=pe	kz		,"takitr	nabz nepi	kx esz'	,	xlr -bz -=kr	wisol	kra- li	yrni -ebir -=pe -ngq	kx	lcsu kx lvc	kcng -=pe	Luga	na- r- bom -=pe -ngq	x	mzli	tr- boi -u	bom	kcng	tq- yrpu -ti -px -=pe	kz	.	","fitting	area sun	SUBR one	,	hear PDIR.THITHER -=1AUGᵢ	whistle,.siren	ORD two	cry REPEATEDLY -=INCH* PL	SUBR	ship SUBR fly	those -=INCH*	Lungga	IRR DETR bomb -=INCH* PL	CONJ1	time	NEG long NEG	bomb	those	RL bang.against TRNS GDIR.OUT -=INCH*	also	.	","It was about an hour, then we heard a second siren crying continuously that those planes were already at Lungga for bombing and it wouldn't be long until the bombs were also banging down. ",~~~,ML ID,No comment,SGM 50,V	N N	SUBR V	punct	V V:(PDIR) Nom1	<NotSure>	NUM:(ORD) NUM	V V:Any V DEM:Any	SUBR	N SUBR V	RPRN V	<NotSure>	V:(MOOD) V:(DETR) V V DEM:Any	CONJ	N	V:(NEG>) V V:(<NEG)	V	RPRN	V:(MOOD) V V:Any V:(GDIR) V	Adv	punct	,V ~~~ ~~~ punct ~~~ ~~~ Ord V Particle ~~~ ~~~ ~~~ V CONJ N ~~~ ~~~ pro ~~~ Adv punct ,~~~	~~~ ~~~	~~~ ~~~		~~~ ~~~ ~~~	~~~	~~~ ~~~	~~~ ~~~ ~~~ ~~~	~~~	~~~ ~~~ ~~~	~~~ ~~~	~~~	~~~ ~~~ ~~~ ~~~ ~~~	~~~	~~~	~~~ ~~~ ~~~	~~~	~~~	~~~ ~~~ ~~~ ~~~ ~~~	~~~		
3.6,ntu,Rtctx-ngrgr nqni kcng x nigr kcng tqngrlrpekr mz gq kcng . ,rtc -tx -ngr -=gr	nqni	kcng	x	nigr	kcng	tq- ngrlr -=pe -=kr	mz	gq	kcng		,rtc -tx -ngr -=gr	nqni	kcng	x	nigr	kcng	tq- ngrlr -=pe -=kr	mz	gq	kcng	.	,throw INTS;.VERY APP -=1AUGᵢᵢ	mat	those	CONJ1	ACC.1augᵢᵢ	those	RL hurry -=INCH* -=1AUGᵢ	PREP	hole	those	.	,We threw off our mats and as for us we rushed to those holes. ,~~~,ML ID,No comment,SGM 50,V V:(INTNS) V:(APP) A-D-P2	N	RPRN	CONJ	A-D-P2	RPRN	V:(MOOD) V V Nom1	PREP	N	RPRN	punct	,~~~ N pro CONJ Pers pro pro ~~~ PREP N pro punct ,~~~ ~~~ ~~~ ~~~	~~~	~~~	~~~	~~~	~~~	~~~ ~~~ ~~~ ~~~	~~~	~~~	~~~		
3.7,ntu,"Dwaobzkr a' lvabetxpwzkr , murde gq kcng yrbutipeng mz lue . ",dwa -o -bz -=kr	a'	lvabe -tx pwz -=kr		murde	gq	kcng	yrbu -ti -=pe -=ng	mz	lue		,"dwa -o -bz -=kr	a'	lvabe -tx pwz -=kr	,	murde	gq	kcng	yrbu -ti -=pe -=ngq	mz	lue	.	","go GDIR.DOWN PDIR.THITHER -=1AUGᵢ	CONJ2	float INTS;.VERY RSTR -=1AUGᵢ	,	because	hole	those	full TRNS -=INCH* -=3AUGᵢ	PREP	water	.	","We went down, but we just floated, because the holes were already full of water. ",~~~,ML ID,No comment,SGM 50,V V:(GDIR) V:(PDIR) Nom1	CONJ	V V:(INTNS) Adv Nom1	punct	CONJ	N	RPRN	V V:Any V Nom1	PREP	N	punct	,~~~ CONJ ~~~ punct CONJ N pro ~~~ PREP N punct ,~~~ ~~~ ~~~ ~~~	~~~	~~~ ~~~ ~~~ ~~~		~~~	~~~	~~~	~~~ ~~~ ~~~ +fr. var. of	~~~	~~~		
3.8,ntu,"Mz nzyayolz-krmgr kc mz gq kcng , tqyrpupx kc bom tqngeokr la , vz , vz , obqbzkr nzvouneopem kcng lcsukxlvc kcng , kx nzpnz'bz ami ngr Merikz . ",mz	nz- -lz -kr -mq -=gr	kc	mz	gq	kcng		tq- yrpu -px	kc	bom	tq- -o -=kr	la		vz		vz		obq -bz -=kr	nz- vou -ne -o -=pe -mq	kcng	lcsu kx lvc	kcng		kx	nz- pnz' -bz	ami	ngr	Merikz		,"mz	nz- -lz -kr -mq -=gr	kc	mz	gq	kcng	,	tq- yrpu -px	kc	bom	tq- -o -=kr	la	,	vz	,	vz	,	obq -bz -=kr	nz- vou -ne -o -=pe -mq	kcng	lcsu kx lvc	kcng	,	kx	nz- pnz -bz	ami	ngr	Merikz	.	","PREP	NMLZ GDIR.UP NMLZ.POSS PDIR.HITHER -=1AUGᵢᵢ	which	PREP	hole	those	,	RL bang.against GDIR.OUT	which	bomb	RL GDIR.DOWN -=1AUGᵢ	DEM1	,	go	,	go	,	look PDIR.THITHER -=1AUGᵢ	3AUGᵢ ignite INTENSIFIER GDIR.DOWN -=INCH* PDIR.HITHER	those	ship SUBR fly	those	,	SUBR	3AUGᵢ shoot PDIR.THITHER	army	GEN1A	USA,.AMERICA	.	","In our ___ing down in the holes, bombs banged we ____ed, on and on until we saw airplanes flaming down, which the Americans had shot. ",~~~,ML ID,No comment,SGM 50,PREP	V>N V:(GDIR) V>N V:(PDIR) A-D-P2	RPRN	PREP	N	RPRN	punct	V:(MOOD) V V:(GDIR)	RPRN	V	V:(MOOD) V:(GDIR) Nom1	DEM	punct	V	punct	V	punct	V V:(PDIR) Nom1	V:Any <NotSure> V:Any V:(GDIR) V V:(PDIR)	RPRN	N SUBR V	RPRN	punct	SUBR	V:Any V V:(PDIR)	N	GEN	nprop	punct	,PREP ~~~ RPRN PREP N pro punct ~~~ RPRN ~~~ ~~~ DEM punct V punct V punct ~~~ V pro ~~~ pro punct Particle V N GEN nprop punct ,~~~	~~~ ~~~ ~~~ ~~~ ~~~	~~~	~~~	~~~	~~~		~~~ ~~~ ~~~	~~~	~~~	~~~ ~~~ ~~~	~~~		~~~		~~~		~~~ ~~~ ~~~	~~~ ~~~ ~~~ ~~~ ~~~ ~~~	~~~	~~~ ~~~ ~~~	~~~		~~~	~~~ +Bznwz: ~~~	~~~	~~~	~~~		
3.9,ntu,"Lcsukxlvc lcdeng tqngcneom rlwxkr , nzesz'mzng . ",lcsu kx lvc	lcdeng	tq- ngc -ne -o -mq	rlwx -=kr		nz- esz'mz -=ng		,"lcsu kx lvc	lcdeng	tq- ngc -ne -o -mq	rlwx -=kr	,	nz- esz'mz -=ngq	.	","ship SUBR fly	those	RL burn INTENSIFIER GDIR.DOWN PDIR.HITHER	count -=1AUGᵢ	,	3AUGᵢ six -=3AUGᵢ	.	",We counted the planes which burned coming down and there were six. ,~~~,ML ID,No comment,SGM 50,N SUBR V	RPRN	V:(MOOD) V V:Any V:(GDIR) V:(PDIR)	V Nom1	punct	V:Any NUM Nom1	punct	,~~~ RPRN ~~~ ~~~ punct ~~~ punct ,~~~ ~~~ ~~~	~~~	~~~ ~~~ ~~~ ~~~ ~~~	~~~ ~~~		~~~ ~~~ +fr. var. of		
3.10,ntu,Zbz wisol kc tqyrnipe mou kx lr~Japan nzlvcpeng . ,zbz	wisol	kc	tq- yrni -=pe -=	mou	kx		nz- lvc -=pe -=ng		,zbz	wisol	kc	tq- yrni -=pe -=Ø	mou	kx		nz- lvc -=pe -=ngq	.	,"so.then	whistle,.siren	which	RL cry -=INCH* -=3MINᵢ	again	SUBR		3AUGᵢ fly -=INCH* -=3AUGᵢ	.	",Then the siren sounded again that the Japanese had flown away. ,~~~,ML ID,No comment,SGM 50,CONJ	<NotSure>	RPRN	V:(MOOD) V V Nom1	Adv	SUBR		V:Any V V Nom1	punct	,~~~ ~~~ RPRN ~~~ Adv Particle ~~~ ~~~ punct ,~~~	~~~	~~~	~~~ ~~~ ~~~ ~~~	~~~	~~~		~~~ ~~~ ~~~ +fr. var. of		
3.11,ntu,"Kx dwalzmgr mz gq ngr lue kcng , sc tqxngi-atebzkr drtqgr nzbao-krde , mzli kcpe mz rngalx . ",kx	dwa -lz -mq -=gr	mz	gq	ngr	lue	kcng		sc-	tq- xngi -ate -bz -=kr	drtq -=gr	nz- bao -kr -=de		mzli	kc -=pe	mz	rngalx		,"kx	dwa -lz -mq -=gr	mz	gq	ngr	lue	kcng	,	sc-	tq- xngi -ate -bz -=kr	drtq -=gr	nz- bao -kr -=de	,	mzli	kc -=pe	mz	rngalx	.	","SUBR	go GDIR.UP PDIR.HITHER -=1AUGᵢᵢ	PREP	hole	GEN1A	water	those	,	PFV	RL feel AFTERWARD PDIR.THITHER -=1AUGᵢ	body -=1AUGᵢᵢ	NMLZ cold NMLZ.POSS -=3MINᵢᵢ	,	time	definite.article -=INCH*	PREP	dawn	.	","When we came out of the holes of water, only then did our bodies feel cold, in that early dawn. ",~~~,ML ID,No comment,SGM 50,SUBR	V V:(GDIR) V:(PDIR) A-D-P2	PREP	N	GEN	N	RPRN	punct	V:(Procliticaspect)	V:(MOOD) V V:(DEGR) V:(PDIR) Nom1	N A-D-P2	V>N V V>N A-D-P2	punct	N	Det V	PREP	N	punct	,SUBR ~~~ PREP N GEN N pro punct ~~~ ~~~ ~~~ ~~~ punct N ~~~ PREP N punct ,~~~	~~~ ~~~ ~~~ ~~~	~~~	~~~	~~~	~~~	~~~		~~~	~~~ ~~~ ~~~ ~~~ ~~~	~~~ ~~~	~~~ ~~~ ~~~ ~~~		~~~	~~~ ~~~	~~~	~~~		
4.1,ntu,"Mz zbq kcng tq , tqaenzliti-ngrgr lcsu , vomikr peto matelq nzpnu-esz' , wztikr mrkc nangi kampi nyzgr . ",mz	zbq	kcng	tq		tq- aenzli -ti -ngr -=gr	lcsu		vo -mi -=kr	peto	matelq	nzpnu-esz'		wz -ti -=kr	mrkc	na- ngi	kampi	nyz -=gr		,"mz	zbq	kcng	tq	,	tq- aenzli -ti -ngr -=gr	lcsu	,	vo -mi -=kr	peto	matelq	nzpnu-esz'	,	wz -ti -=kr	mrkc	na- ngi	kampi	nyz -=gr	.	","PREP	day	those	three	,	RL wait TRNS APP -=1AUGᵢᵢ	ship	,	travel COM -=1AUGᵢ	bush	shelter	ten	,	make TRNS -=1AUGᵢ	there	IRR be	CAMP	PCLF8 -=1AUGᵢᵢ	.	","For those three days we were waiting for the ship, we traveled with them to the bush / ten shelters, we built them there to be our camp. GRAMMAR!!",~~~,ML ID,No comment,SGM 50,PREP	N	RPRN	NUM	punct	V:(MOOD) V V:Any V:(APP) A-D-P2	N	punct	V V:(COMA) Nom1	N	N	N	punct	V V:Any Nom1	Adv	V:(MOOD) V	<NotSure>	PCLF A-D-P2	punct	,PREP N pro NUM punct ~~~ N punct ~~~ N N N punct ~~~ Adv V ~~~ ~~~ punct ,~~~	~~~	~~~	~~~		~~~ ~~~ ~~~ ~~~ ~~~	~~~		~~~ ~~~ ~~~	~~~	~~~	~~~		~~~ ~~~ ~~~	~~~	~~~ ~~~	~~~	~~~ ~~~		
4.2,ntu,"Matelq lcng , esz'mz nayctipxm dztudr ami x pwx nangi nyzgr . ",matelq	lcng		esz'mz	na- yc -ti -px -mq	dztu -=dr	ami	x	pwx	na- ngi	nyz -=gr		,"matelq	lcng	,	esz'mz	na- yc -ti -px -mq	dztu -=dr	ami	x	pwx	na- ngi	nyz -=gr	.	","shelter	these	,	six	IRR stay TRNS GDIR.OUT PDIR.HITHER	things -=3AUGᵢᵢ	army	CONJ1	four	IRR be	PCLF8 -=1AUGᵢᵢ	.	","Of those shelters, six would be for storing the army's gear and four would be ours. ",~~~,ML ID,No comment,SGM 50,N	RPRN	punct	NUM	V:(MOOD) V V:Any V:(GDIR) V:(PDIR)	N A-D-P2	N	CONJ	NUM	V:(MOOD) V	PCLF A-D-P2	punct	,N RPRN punct NUM ~~~ ~~~ N CONJ NUM V ~~~ punct ,~~~	~~~		~~~	~~~ ~~~ ~~~ ~~~ ~~~	~~~ ~~~	~~~	~~~	~~~	~~~ ~~~	~~~ ~~~		
1,ntu,51 . Dztu Ami Aglqtrpqgr Mz Lcsu ,		dztu	ami	a- glq -tr -mq -=gr	mz	lcsu	,	.	dztu	ami	a- glq -tr -mq -=gr	mz	lcsu	,	.	things	army	CAUS carry GDIR.IN PDIR.HITHER -=1AUGᵢᵢ	PREP	ship	,51. We carry the army's gear onto the ship. ,~~~,ML ID,No comment,SGM 51,	punct	N	N	V:Any V V:(GDIR) V:(PDIR) A-D-P2	PREP	N	,~~~ punct N N ~~~ PREP N ,		~~~	~~~	~~~ ~~~ ~~~ ~~~ ~~~	~~~	~~~	
2.1,ntu,"Lcsu kc tqaenzlikr kx vomle kc , sc tqrpipem kxetu rgr kx navopekr badr mz wop naaglqpekr badr dztudr ami kcng naprom mz lcsu . ",lcsu	kc	tq- aenzli -=kr	kx	vo -mq -=le	kc		sc-	tq- r- pi -=pe -mq	kx etu	r -=gr	kx	na- vo -=pe -=kr	badr	mz	wop	na- a- glq -=pe -=kr	badr	dztu -=dr	ami	kcng	na- pr -o -mq	mz	lcsu		,"lcsu	kc	tq- aenzli -=kr	kx	vo -mq -=le	kc	,	sc-	tq- r- pi -=pe -mq	kx etu	ngr -=gr	kx	na- vo -=pe -=kr	badr	mz	wop	na- a- glq -=pe -=kr	badr	dztu -=dr	ami	kcng	na- pr -o -mq	mz	lcsu	.	","ship	which	RL wait -=1AUGᵢ	SUBR	travel PDIR.HITHER -=3MINᵢ	which	,	PFV	RL DETR say -=INCH* PDIR.HITHER	SUBR big	GEN1A -=1AUGᵢᵢ	SUBR	IRR travel -=INCH* -=1AUGᵢ	~~~	PREP	WHARF	IRR CAUS carry -=INCH* -=1AUGᵢ	~~~	things -=3AUGᵢᵢ	army	those	IRR go GDIR.DOWN PDIR.HITHER	PREP	ship	.	",When the ship we were waiting for arrived our leader said to us that we should travel with him to the wharf to carry for them the army gear which must go down into the ship. ,~~~,ML ID,No comment,SGM 51,N	RPRN	V:(MOOD) V Nom1	SUBR	V V:(PDIR) Nom1	RPRN	punct	V:(Procliticaspect)	V:(MOOD) V:(DETR) V V V:(PDIR)	SUBR V	GEN A-D-P2	SUBR	V:(MOOD) V V Nom1	<NotSure>	PREP	N	V:(MOOD) V:Any V V Nom1	<NotSure>	N A-D-P2	N	RPRN	V:(MOOD) V V:(GDIR) V:(PDIR)	PREP	N	punct	,N RPRN ~~~ Particle ~~~ RPRN punct ~~~ V N.(kx.cl) Poss pro Particle ~~~ A-D-P2 PREP ~~~ ~~~ A-D-P2 ~~~ N pro ~~~ PREP N punct ,~~~	~~~	~~~ ~~~ ~~~	~~~	~~~ ~~~ ~~~	~~~		~~~	~~~ ~~~ ~~~ ~~~ ~~~	~~~ ~~~	+fr. var. of ~~~	~~~	~~~ ~~~ ~~~ ~~~	~~~	~~~	~~~	~~~ ~~~ ~~~ ~~~ ~~~	~~~	~~~ ~~~	~~~	~~~	~~~ ~~~ ~~~ ~~~	~~~	~~~		
2.2,ntu,Vopxbzkr mz wop sc tqaglqpekr da kcng . ,vo -px -bz -=kr	mz	wop	sc-	tq- a- glq -=pe -=kr	da	kcng		,vo -px -bz -=kr	mz	wop	sc-	tq- a- glq -=pe -=kr	da	kcng	.	,travel GDIR.OUT PDIR.THITHER -=1AUGᵢ	PREP	WHARF	PFV	RL CAUS carry -=INCH* -=1AUGᵢ	thing	those	.	,We went out to the wharf then we carried those things. ,~~~,ML ID,No comment,SGM 51,V V:(GDIR) V:(PDIR) Nom1	PREP	N	V:(Procliticaspect)	V:(MOOD) V:Any V V Nom1	N	RPRN	punct	,~~~ PREP ~~~ ~~~ ~~~ N pro punct ,~~~ ~~~ ~~~ ~~~	~~~	~~~	~~~	~~~ ~~~ ~~~ ~~~ ~~~	~~~	~~~		
2.3,ntu,Abzokr nzaglqngr mz nabznepi kc tqrtqmz mz nourla vz vz krlzbzle nabznepi kc tqrpwxmz mz nrlckxbq x dztudr ami kc tqyrkrtr-atem . ,abzo -=kr	nz- a- glq -ngr	mz	nabz nepi	kc	tq- rtqmz	mz	nourla	vz	vz	krlz -bz -=le	nabz nepi	kc	tq- rpwxmz	mz	nrlckxbq	x	dztu -=dr	ami	kc	tq- yrkr -tr -ate -mq		,abzo -=kr	nz- a- glq -ngr	mz	nabz nepi	kc	tq- rtqmz	mz	nourla	vz	vz	krlz -bz -=le	nabz nepi	kc	tq- rpwxmz	mz	nrlckxbq	x	dztu -=dr	ami	kc	tq- yrkr -tr -ate -mq	.	,start -=1AUGᵢ	NMLZ CAUS carry DER	PREP	area sun	which	RL eight	PREP	morning	go	go	reach PDIR.THITHER -=3MINᵢ	area sun	which	RL nine	PREP	night	CONJ1	things -=3AUGᵢᵢ	army	which	RL finish GDIR.IN AFTERWARD PDIR.HITHER	.	,"We started carring at eight o'clock in the morning, on and on until nine o'clock at night and only then was the gear of the arm finished. ",~~~,ML ID,No comment,SGM 51,vt Nom1	V>N V:Any V V>N	PREP	N N	RPRN	V:(MOOD) NUM	PREP	Ncomp	V	V	V V:(PDIR) Nom1	N N	RPRN	V:(MOOD) NUM	PREP	N	CONJ	N A-D-P2	N	RPRN	V:(MOOD) V V:(GDIR) V:(DEGR) V:(PDIR)	punct	,~~~ ~~~ PREP ~~~ RPRN NUM PREP N comp V V ~~~ ~~~ RPRN ~~~ PREP N CONJ ~~~ N RPRN V punct ,~~~ ~~~	~~~ ~~~ ~~~ ~~~	~~~	~~~ ~~~	~~~	~~~ ~~~	~~~	~~~	~~~	~~~	~~~ ~~~ ~~~	~~~ ~~~	~~~	~~~ ~~~	~~~	~~~	~~~	~~~ ~~~	~~~	~~~	~~~ ~~~ ~~~ ~~~ ~~~		
